"TIME","TYPE","AMOUNT","CATEGORY","ACCOUNT","NOTES"
"May 18, 2025 8:23 AM","(-) Expense","15.00","Food","Primary","tea"
"May 18, 2025 1:04 PM","(-) Expense","134.00","Food","Primary","dinner"
"May 18, 2025 4:41 PM","(-) Expense","39.00","Food","Cash","juice"
"May 18, 2025 8:07 PM","(-) Expense","156.00","Social","Primary","festival sweets"
"May 19, 2025 8:21 AM","(-) Expense","12.00","Food","Primary","tea"
"May 19, 2025 8:52 AM","(-) Expense","19.00","Transportation","Primary","bus"
"May 19, 2025 1:04 PM","(-) Expense","56.00","Food","Primary","idli"
"May 19, 2025 4:37 PM","(-) Expense","68.00","Food","Primary","dosa"
"May 19, 2025 9:00 PM","(-) Expense","139.00","Food","Primary","office cafeteria"
"May 20, 2025 7:00 AM","(-) Expense","51.00","Sport","Primary","sports drink"
"May 20, 2025 8:22 AM","(-) Expense","24.00","Food","Cash","filter coffee"
"May 20, 2025 8:49 AM","(-) Expense","47.00","Transportation","Metro","metro"
"May 20, 2025 1:04 PM","(-) Expense","107.50","Food","Primary","lunch"
"May 20, 2025 5:47 PM","(*) Transfer","1068.00","-","Primary->Cash","atm cash"
"May 20, 2025 7:11 PM","(-) Expense","56.00","Transportation","Metro","metro"
"May 21, 2025 8:18 AM","(-) Expense","33.50","Food","Cash","filter coffee"
"May 21, 2025 8:49 AM","(-) Expense","17.00","Transportation","Primary","bus"
"May 21, 2025 1:03 PM","(-) Expense","75.00","Food","Primary","office cafeteria"
"May 21, 2025 7:13 PM","(-) Expense","20.00","Transportation","Primary","bus"
"May 22, 2025 7:01 AM","(-) Expense","191.00","Sport","Primary","gym day pass"
"May 22, 2025 8:22 AM","(-) Expense","12.00","Food","Primary","cutting chai"
"May 22, 2025 8:48 AM","(-) Expense","48.00","Transportation","Metro","metro"
"May 22, 2025 1:03 PM","(-) Expense","84.50","Food","Primary","dosa"
"May 22, 2025 4:38 PM","(-) Expense","58.00","Food","Primary","dosa"
"May 22, 2025 7:07 PM","(-) Expense","59.00","Transportation","Metro","metro"
"May 23, 2025 8:22 AM","(-) Expense","14.00","Food","Cash","tea"
"May 23, 2025 8:53 AM","(-) Expense","54.00","Transportation","Primary","metro"
"May 23, 2025 1:08 PM","(-) Expense","93.00","Food","Primary","office cafeteria"
"May 23, 2025 4:41 PM","(-) Expense","20.00","Food","Cash","samosa"
"May 23, 2025 7:08 PM","(-) Expense","42.00","Transportation","Primary","metro"
"May 24, 2025 1:03 PM","(-) Expense","350.00","Food","Primary","pizza"
"May 24, 2025 4:39 PM","(-) Expense","35.00","Food","Primary","poha"
"May 25, 2025 8:22 AM","(-) Expense","10.00","Food","Primary","cutting chai"
"May 25, 2025 4:40 PM","(-) Expense","55.00","Food","Cash","dosa"
"May 26, 2025 8:20 AM","(-) Expense","28.00","Food","Cash","filter coffee"
"May 26, 2025 1:02 PM","(-) Expense","94.00","Food","Primary","office cafeteria"
"May 27, 2025 7:00 AM","(-) Expense","66.00","Sport","Primary","sports drink"
"May 27, 2025 8:21 AM","(-) Expense","10.00","Food","Primary","tea"
"May 27, 2025 8:47 AM","(-) Expense","43.00","Transportation","Metro","metro"
"May 27, 2025 1:06 PM","(-) Expense","137.00","Food","Primary","thali"
"May 27, 2025 4:41 PM","(-) Expense","30.00","Food","Cash","filter coffee"
"May 27, 2025 7:09 PM","(-) Expense","43.00","Transportation","Metro","metro"
"May 27, 2025 9:00 PM","(-) Expense","317.00","Food","Primary","outside dinner"
"May 28, 2025 8:17 AM","(-) Expense","22.00","Food","Cash","filter coffee"
"May 28, 2025 8:50 AM","(-) Expense","47.00","Transportation","Metro","metro"
"May 28, 2025 1:03 PM","(-) Expense","66.00","Food","Primary","idli"
"May 28, 2025 4:00 PM","(-) Expense","171.50","Shopping","Primary","stationery"
"May 28, 2025 7:13 PM","(-) Expense","57.00","Transportation","Metro","metro"
"May 28, 2025 9:01 PM","(-) Expense","374.00","Food","Primary","weekend brunch"
"May 29, 2025 7:01 AM","(-) Expense","83.00","Sport","Primary","swimming"
"May 29, 2025 8:20 AM","(-) Expense","20.00","Food","Primary","filter coffee"
"May 29, 2025 8:49 AM","(-) Expense","31.00","Transportation","Metro","metro"
"May 29, 2025 1:05 PM","(-) Expense","120.00","Food","Primary","lunch"
"May 29, 2025 4:41 PM","(-) Expense","39.00","Food","Cash","idli"
"May 29, 2025 7:07 PM","(-) Expense","32.00","Transportation","Metro","metro"
"May 30, 2025 8:19 AM","(-) Expense","31.00","Food","Primary","filter coffee"
"May 30, 2025 1:07 PM","(-) Expense","73.00","Food","Primary","dosa"
"May 31, 2025 7:00 AM","(-) Expense","53.00","Sport","Primary","swimming"
"May 31, 2025 8:22 AM","(-) Expense","11.00","Food","Primary","cutting chai"
"May 31, 2025 1:04 PM","(-) Expense","149.00","Food","Primary","lunch"
"May 31, 2025 4:42 PM","(-) Expense","34.00","Food","Primary","vada pav"
"May 31, 2025 8:12 PM","(-) Expense","327.00","Social","Primary","team lunch share"
"May 31, 2025 9:00 PM","(-) Expense","261.00","Food","Primary","biryani"
"Jun 01, 2025 8:20 AM","(-) Expense","25.50","Food","Primary","filter coffee"
"Jun 01, 2025 9:16 AM","(+) Income","51840.00","Salary","Primary","monthly salary"
"Jun 01, 2025 9:43 AM","(*) Transfer","14451.00","-","Primary->Savings","monthly save"
"Jun 01, 2025 11:00 AM","(-) Expense","72.00","Ration","Primary","eggs pack"
"Jun 01, 2025 11:06 AM","(-) Expense","88.00","Ration","Primary","bread and butter"
"Jun 01, 2025 11:17 AM","(-) Expense","400.00","Ration","Primary","rice and dal"
"Jun 01, 2025 11:18 AM","(-) Expense","119.00","Ration","Primary","milk and curd"
"Jun 01, 2025 1:03 PM","(-) Expense","207.00","Food","Primary","biryani"
"Jun 01, 2025 6:21 PM","(-) Expense","815.00","Entertainment","Primary","concert ticket"
"Jun 02, 2025 8:18 AM","(-) Expense","11.00","Food","Cash","tea"
"Jun 02, 2025 8:48 AM","(-) Expense","19.00","Transportation","Primary","bus"
"Jun 02, 2025 10:05 AM","(-) Expense","10809.00","Home","Primary","rent share"
"Jun 02, 2025 1:05 PM","(-) Expense","97.00","Food","Primary","office cafeteria"
"Jun 02, 2025 4:40 PM","(-) Expense","33.00","Food","Primary","filter coffee"
"Jun 02, 2025 7:10 PM","(-) Expense","35.00","Transportation","Primary","bus"
"Jun 03, 2025 7:00 AM","(-) Expense","171.00","Sport","Primary","gym day pass"
"Jun 03, 2025 8:08 AM","(*) Transfer","314.00","-","Primary->Metro","metro card top-up"
"Jun 03, 2025 8:23 AM","(-) Expense","12.00","Food","Primary","tea"
"Jun 03, 2025 8:53 AM","(-) Expense","47.50","Transportation","Metro","metro"
"Jun 03, 2025 1:08 PM","(-) Expense","63.00","Food","Primary","idli"
"Jun 03, 2025 4:38 PM","(-) Expense","65.00","Food","Primary","dosa"
"Jun 03, 2025 7:10 PM","(-) Expense","37.00","Transportation","Metro","metro"
"Jun 04, 2025 8:51 AM","(-) Expense","24.00","Transportation","Primary","bus"
"Jun 04, 2025 1:07 PM","(-) Expense","81.00","Food","Primary","dosa"
"Jun 04, 2025 7:11 PM","(-) Expense","19.00","Transportation","Primary","bus"
"Jun 05, 2025 7:02 AM","(-) Expense","187.00","Sport","Primary","gym day pass"
"Jun 05, 2025 8:21 AM","(-) Expense","14.00","Food","Primary","tea"
"Jun 05, 2025 8:53 AM","(-) Expense","32.00","Transportation","Primary","bus"
"Jun 05, 2025 11:21 AM","(-) Expense","721.00","Bills","Primary","wifi"
"Jun 05, 2025 1:03 PM","(-) Expense","88.00","Food","Primary","lunch"
"Jun 05, 2025 7:12 PM","(-) Expense","19.00","Transportation","Primary","bus"
"Jun 05, 2025 7:28 PM","(-) Expense","917.00","gift","Primary","diwali gift"
"Jun 06, 2025 8:21 AM","(-) Expense","14.00","Food","Primary","tea"
"Jun 06, 2025 8:52 AM","(-) Expense","34.00","Transportation","Primary","metro"
"Jun 06, 2025 1:06 PM","(-) Expense","55.50","Food","Primary","dosa"
"Jun 06, 2025 4:42 PM","(-) Expense","33.00","Food","Cash","egg puff"
"Jun 06, 2025 7:11 PM","(-) Expense","47.00","Transportation","Primary","metro"
"Jun 07, 2025 8:19 AM","(-) Expense","11.00","Food","Primary","cutting chai"
"Jun 07, 2025 11:00 AM","(-) Expense","81.00","Ration","Primary","eggs pack"
"Jun 07, 2025 11:12 AM","(-) Expense","100.00","Ration","Primary","eggs pack"
"Jun 07, 2025 11:30 AM","(-) Expense","141.00","Ration","Primary","fruits"
"Jun 07, 2025 11:33 AM","(-) Expense","191.00","Ration","Primary","fruits"
"Jun 07, 2025 11:34 AM","(-) Expense","280.00","Ration","Primary","weekly veggies"
"Jun 07, 2025 1:05 PM","(-) Expense","153.00","Food","Primary","biryani"
"Jun 07, 2025 4:40 PM","(-) Expense","49.00","Food","Primary","juice"
"Jun 07, 2025 6:20 PM","(-) Expense","721.50","Entertainment","Primary","game purchase"
"Jun 07, 2025 8:10 PM","(-) Expense","1549.00","Social","Primary","wedding gift"
"Jun 07, 2025 9:00 PM","(-) Expense","688.50","Food","Primary","outside dinner"
"Jun 08, 2025 8:18 AM","(-) Expense","33.50","Food","Cash","filter coffee"
"Jun 08, 2025 12:07 PM","(-) Expense","886.00","Bills","Primary","electricity"
"Jun 08, 2025 1:06 PM","(-) Expense","544.50","Food","Primary","outside dinner"
"Jun 08, 2025 4:00 PM","(-) Expense","497.00","Shopping","Primary","t-shirt"
"Jun 08, 2025 4:43 PM","(-) Expense","73.00","Food","Primary","fruit salad"
"Jun 08, 2025 8:13 PM","(-) Expense","217.00","Social","Primary","festival sweets"
"Jun 09, 2025 8:19 AM","(-) Expense","14.00","Food","Primary","tea"
"Jun 09, 2025 8:51 AM","(-) Expense","49.00","Transportation","Metro","metro"
"Jun 09, 2025 1:08 PM","(-) Expense","129.00","Food","Primary","lunch"
"Jun 09, 2025 7:09 PM","(-) Expense","47.00","Transportation","Metro","metro"
"Jun 10, 2025 7:00 AM","(-) Expense","229.50","Sport","Primary","badminton court"
"Jun 10, 2025 8:17 AM","(-) Expense","10.50","Food","Primary","cutting chai"
"Jun 10, 2025 8:53 AM","(-) Expense","30.50","Transportation","Primary","bus"
"Jun 10, 2025 1:06 PM","(-) Expense","85.00","Food","Primary","office cafeteria"
"Jun 10, 2025 4:42 PM","(-) Expense","101.00","Food","Primary","ice cream"
"Jun 10, 2025 7:11 PM","(-) Expense","34.00","Transportation","Primary","bus"
"Jun 11, 2025 8:17 AM","(-) Expense","11.00","Food","Primary","cutting chai"
"Jun 11, 2025 8:52 AM","(-) Expense","41.00","Transportation","Metro","metro"
"Jun 11, 2025 2:03 PM","(-) Expense","442.50","Education","Primary","book"
"Jun 11, 2025 4:37 PM","(-) Expense","23.00","Food","Cash","samosa"
"Jun 11, 2025 7:10 PM","(-) Expense","42.00","Transportation","Metro","metro"
"Jun 12, 2025 8:20 AM","(-) Expense","10.00","Food","Cash","tea"
"Jun 12, 2025 8:52 AM","(-) Expense","27.00","Transportation","Primary","bus"
"Jun 12, 2025 1:03 PM","(-) Expense","61.00","Food","Primary","idli"
"Jun 12, 2025 4:38 PM","(-) Expense","20.00","Food","Primary","biscuit"
"Jun 12, 2025 6:27 PM","(-) Expense","313.00","Telephone","Primary","prepaid top-up"
"Jun 12, 2025 7:13 PM","(-) Expense","24.50","Transportation","Primary","bus"
"Jun 13, 2025 8:21 AM","(-) Expense","25.00","Food","Primary","filter coffee"
"Jun 13, 2025 8:48 AM","(-) Expense","36.00","Transportation","Primary","metro"
"Jun 13, 2025 1:02 PM","(-) Expense","89.00","Food","Primary","dosa"
"Jun 13, 2025 4:43 PM","(-) Expense","47.00","Food","Primary","juice"
"Jun 13, 2025 7:12 PM","(-) Expense","42.00","Transportation","Primary","metro"
"Jun 14, 2025 7:00 AM","(-) Expense","101.00","Sport","Primary","swimming"
"Jun 14, 2025 8:21 AM","(-) Expense","25.00","Food","Primary","filter coffee"
"Jun 14, 2025 11:32 AM","(-) Expense","87.00","Ration","Primary","fruits"
"Jun 14, 2025 11:33 AM","(-) Expense","171.00","Ration","Primary","fruits"
"Jun 14, 2025 1:05 PM","(-) Expense","374.00","Food","Primary","weekend brunch"
"Jun 14, 2025 6:21 PM","(-) Expense","1248.00","Entertainment","Primary","concert ticket"
"Jun 14, 2025 9:01 PM","(-) Expense","550.00","Food","Primary","outside dinner"
"Jun 15, 2025 8:22 AM","(-) Expense","11.50","Food","Primary","cutting chai"
"Jun 15, 2025 1:02 PM","(-) Expense","362.00","Food","Primary","outside dinner"
"Jun 15, 2025 8:07 PM","(*) Transfer","3653.00","-","Primary->Credit","credit card payment"
"Jun 16, 2025 8:17 AM","(-) Expense","10.00","Food","Cash","cutting chai"
"Jun 16, 2025 8:48 AM","(-) Expense","40.00","Transportation","Metro","metro"
"Jun 16, 2025 1:07 PM","(-) Expense","49.00","Food","Primary","idli"
"Jun 16, 2025 7:09 PM","(-) Expense","53.00","Transportation","Metro","metro"
"Jun 16, 2025 9:00 PM","(-) Expense","305.00","Food","Primary","pizza"
"Jun 17, 2025 7:00 AM","(-) Expense","396.00","Sport","Primary","badminton court"
"Jun 17, 2025 8:20 AM","(-) Expense","11.00","Food","Primary","tea"
"Jun 17, 2025 8:48 AM","(-) Expense","42.00","Transportation","Primary","metro"
"Jun 17, 2025 1:04 PM","(-) Expense","90.00","Food","Primary","lunch"
"Jun 17, 2025 4:42 PM","(-) Expense","23.00","Food","Cash","biscuit"
"Jun 17, 2025 7:12 PM","(-) Expense","57.00","Transportation","Primary","metro"
"Jun 18, 2025 8:13 AM","(*) Transfer","246.00","-","Primary->Metro","metro card top-up"
"Jun 18, 2025 8:18 AM","(-) Expense","26.00","Food","Primary","filter coffee"
"Jun 18, 2025 8:53 AM","(-) Expense","59.00","Transportation","Primary","metro"
"Jun 18, 2025 1:05 PM","(-) Expense","71.50","Food","Primary","dosa"
"Jun 18, 2025 4:39 PM","(-) Expense","54.00","Food","Cash","juice"
"Jun 18, 2025 7:07 PM","(-) Expense","52.00","Transportation","Primary","metro"
"Jun 19, 2025 7:02 AM","(-) Expense","94.00","Sport","Primary","swimming"
"Jun 19, 2025 8:23 AM","(-) Expense","20.00","Food","Primary","filter coffee"
"Jun 19, 2025 1:03 PM","(-) Expense","63.00","Food","Primary","idli"
"Jun 19, 2025 4:39 PM","(-) Expense","29.00","Food","Primary","filter coffee"
"Jun 20, 2025 8:19 AM","(-) Expense","10.50","Food","Cash","tea"
"Jun 20, 2025 8:52 AM","(-) Expense","48.00","Transportation","Metro","metro"
"Jun 20, 2025 1:04 PM","(-) Expense","163.50","Food","Primary","thali"
"Jun 20, 2025 5:44 PM","(*) Transfer","2844.00","-","Primary->Cash","atm cash"
"Jun 20, 2025 7:13 PM","(-) Expense","39.50","Transportation","Metro","metro"
"Jun 21, 2025 8:17 AM","(-) Expense","11.00","Food","Cash","cutting chai"
"Jun 21, 2025 6:18 PM","(-) Expense","397.00","Entertainment","Primary","movie"
"Jun 21, 2025 9:00 PM","(-) Expense","176.00","Food","Primary","thali"
"Jun 22, 2025 8:18 AM","(-) Expense","13.00","Food","Primary","tea"
"Jun 22, 2025 11:08 AM","(-) Expense","309.00","Ration","Primary","chicken"
"Jun 22, 2025 11:28 AM","(-) Expense","239.50","Ration","Primary","chicken"
"Jun 22, 2025 11:39 AM","(-) Expense","375.00","Ration","Primary","chicken"
"Jun 22, 2025 1:04 PM","(-) Expense","146.50","Food","Primary","burger"
"Jun 22, 2025 4:02 PM","(-) Expense","327.00","Shopping","Primary","household item"
"Jun 23, 2025 8:19 AM","(-) Expense","11.00","Food","Primary","cutting chai"
"Jun 23, 2025 8:50 AM","(-) Expense","44.00","Transportation","Primary","metro"
"Jun 23, 2025 1:02 PM","(-) Expense","63.00","Food","Primary","dosa"
"Jun 23, 2025 4:37 PM","(-) Expense","61.00","Food","Cash","dosa"
"Jun 23, 2025 7:11 PM","(-) Expense","49.00","Transportation","Primary","metro"
"Jun 23, 2025 9:00 PM","(-) Expense","314.50","Food","Primary","pizza"
"Jun 24, 2025 7:03 AM","(-) Expense","258.00","Sport","Primary","badminton court"
"Jun 24, 2025 8:17 AM","(-) Expense","13.00","Food","Primary","tea"
"Jun 24, 2025 8:51 AM","(-) Expense","53.00","Transportation","Metro","metro"
"Jun 24, 2025 1:08 PM","(-) Expense","107.00","Food","Primary","thali"
"Jun 24, 2025 4:43 PM","(-) Expense","114.00","Food","Cash","ice cream"
"Jun 24, 2025 7:12 PM","(-) Expense","44.00","Transportation","Metro","metro"
"Jun 24, 2025 9:00 PM","(-) Expense","216.00","Food","Primary","pizza"
"Jun 25, 2025 8:19 AM","(-) Expense","11.50","Food","Cash","tea"
"Jun 25, 2025 8:52 AM","(-) Expense","25.00","Transportation","Primary","bus"
"Jun 25, 2025 1:06 PM","(-) Expense","56.00","Food","Primary","idli"
"Jun 25, 2025 4:38 PM","(-) Expense","33.00","Food","Cash","filter coffee"
"Jun 25, 2025 7:09 PM","(-) Expense","17.00","Transportation","Primary","bus"
"Jun 26, 2025 7:03 AM","(-) Expense","42.00","Sport","Primary","sports drink"
"Jun 26, 2025 8:22 AM","(-) Expense","12.50","Food","Cash","tea"
"Jun 26, 2025 8:49 AM","(-) Expense","32.00","Transportation","Metro","metro"
"Jun 26, 2025 1:05 PM","(-) Expense","144.00","Food","Primary","lunch"
"Jun 26, 2025 4:03 PM","(-) Expense","137.00","Shopping","Primary","stationery"
"Jun 26, 2025 4:41 PM","(-) Expense","13.00","Food","Cash","tea"
"Jun 26, 2025 7:10 PM","(-) Expense","43.00","Transportation","Metro","metro"
"Jun 27, 2025 8:18 AM","(-) Expense","23.00","Food","Cash","filter coffee"
"Jun 27, 2025 8:52 AM","(-) Expense","29.00","Transportation","Primary","bus"
"Jun 27, 2025 1:02 PM","(-) Expense","103.00","Food","Primary","lunch"
"Jun 27, 2025 4:37 PM","(-) Expense","32.00","Food","Cash","poha"
"Jun 27, 2025 7:12 PM","(-) Expense","21.50","Transportation","Primary","bus"
"Jun 28, 2025 7:00 AM","(-) Expense","245.00","Sport","Primary","badminton court"
"Jun 28, 2025 8:17 AM","(-) Expense","15.00","Food","Primary","tea"
"Jun 28, 2025 4:38 PM","(-) Expense","31.00","Food","Primary","juice"
"Jun 28, 2025 6:19 PM","(-) Expense","1109.00","Entertainment","Primary","concert ticket"
"Jun 28, 2025 9:03 PM","(-) Expense","87.50","Food","Primary","lunch"
"Jun 29, 2025 8:20 AM","(-) Expense","24.50","Food","Cash","filter coffee"
"Jun 29, 2025 1:08 PM","(-) Expense","80.00","Food","Primary","burger"
"Jun 29, 2025 4:38 PM","(-) Expense","60.50","Food","Primary","dosa"
"Jun 30, 2025 8:19 AM","(-) Expense","26.00","Food","Primary","filter coffee"
"Jun 30, 2025 8:50 AM","(-) Expense","39.00","Transportation","Primary","metro"
"Jun 30, 2025 4:43 PM","(-) Expense","33.00","Food","Primary","vada pav"
"Jun 30, 2025 7:09 PM","(-) Expense","42.00","Transportation","Primary","metro"
"Jul 01, 2025 8:21 AM","(-) Expense","30.00","Food","Cash","filter coffee"
"Jul 01, 2025 8:51 AM","(-) Expense","51.00","Transportation","Primary","metro"
"Jul 01, 2025 9:14 AM","(+) Income","51840.00","Salary","Primary","monthly salary"
"Jul 01, 2025 9:39 AM","(*) Transfer","14147.00","-","Primary->Savings","monthly save"
"Jul 01, 2025 9:58 AM","(*) Transfer","3181.50","-","Savings->Emergency","emergency fund"
"Jul 01, 2025 1:05 PM","(-) Expense","68.00","Food","Primary","idli"
"Jul 01, 2025 4:37 PM","(-) Expense","32.00","Food","Primary","poha"
"Jul 01, 2025 7:09 PM","(-) Expense","44.00","Transportation","Primary","metro"
"Jul 02, 2025 8:20 AM","(-) Expense","31.00","Food","Primary","filter coffee"
"Jul 02, 2025 8:51 AM","(-) Expense","52.00","Transportation","Metro","metro"
"Jul 02, 2025 10:06 AM","(-) Expense","11873.00","Home","Primary","rent share"
"Jul 02, 2025 12:00 PM","(+) Income","173.00","Refunds","Primary","cashback"
"Jul 02, 2025 1:02 PM","(-) Expense","54.00","Food","Primary","dosa"
"Jul 02, 2025 4:42 PM","(-) Expense","29.00","Food","Cash","vada pav"
"Jul 02, 2025 7:12 PM","(-) Expense","42.00","Transportation","Metro","metro"
"Jul 03, 2025 8:11 AM","(*) Transfer","471.00","-","Primary->Metro","metro card top-up"
"Jul 03, 2025 8:51 AM","(-) Expense","19.00","Transportation","Primary","bus"
"Jul 03, 2025 1:05 PM","(-) Expense","46.00","Food","Primary","idli"
"Jul 03, 2025 7:09 PM","(-) Expense","23.00","Transportation","Primary","bus"
"Jul 04, 2025 8:21 AM","(-) Expense","14.00","Food","Primary","tea"
"Jul 04, 2025 8:53 AM","(-) Expense","44.00","Transportation","Metro","metro"
"Jul 04, 2025 1:07 PM","(-) Expense","49.00","Food","Primary","idli"
"Jul 04, 2025 7:12 PM","(-) Expense","33.00","Transportation","Metro","metro"
"Jul 05, 2025 7:01 AM","(-) Expense","359.00","Sport","Primary","badminton court"
"Jul 05, 2025 8:23 AM","(-) Expense","14.00","Food","Cash","tea"
"Jul 05, 2025 11:00 AM","(-) Expense","112.00","Ration","Primary","milk and curd"
"Jul 05, 2025 11:00 AM","(-) Expense","111.00","Ration","Primary","milk and curd"
"Jul 05, 2025 11:00 AM","(-) Expense","448.50","Ration","Primary","rice and dal"
"Jul 05, 2025 11:06 AM","(-) Expense","61.00","Ration","Primary","milk and curd"
"Jul 05, 2025 11:20 AM","(-) Expense","531.00","Bills","Primary","wifi"
"Jul 05, 2025 1:08 PM","(-) Expense","155.00","Food","Primary","lunch"
"Jul 05, 2025 3:33 PM","(-) Expense","1100.00","Health","Primary","lab test"
"Jul 05, 2025 4:38 PM","(-) Expense","22.00","Food","Primary","samosa"
"Jul 06, 2025 8:23 AM","(-) Expense","11.00","Food","Primary","tea"
"Jul 06, 2025 4:39 PM","(-) Expense","38.50","Food","Cash","egg puff"
"Jul 06, 2025 9:00 PM","(-) Expense","150.00","Food","Primary","burger"
"Jul 07, 2025 8:48 AM","(-) Expense","50.00","Transportation","Metro","metro"
"Jul 07, 2025 1:07 PM","(-) Expense","66.00","Food","Primary","idli"
"Jul 07, 2025 7:13 PM","(-) Expense","50.50","Transportation","Metro","metro"
"Jul 08, 2025 7:00 AM","(-) Expense","85.00","Sport","Primary","swimming"
"Jul 08, 2025 8:50 AM","(-) Expense","32.00","Transportation","Primary","bus"
"Jul 08, 2025 12:10 PM","(-) Expense","1347.00","Bills","Primary","electricity"
"Jul 08, 2025 1:02 PM","(-) Expense","153.00","Food","Primary","lunch"
"Jul 08, 2025 7:13 PM","(-) Expense","24.00","Transportation","Primary","bus"
"Jul 08, 2025 9:00 PM","(-) Expense","158.00","Food","Primary","burger"
"Jul 09, 2025 8:21 AM","(-) Expense","24.00","Food","Cash","filter coffee"
"Jul 09, 2025 8:48 AM","(-) Expense","30.00","Transportation","Primary","bus"
"Jul 09, 2025 1:07 PM","(-) Expense","117.00","Food","Primary","lunch"
"Jul 09, 2025 7:07 PM","(-) Expense","15.00","Transportation","Primary","bus"
"Jul 10, 2025 7:00 AM","(-) Expense","252.00","Sport","Primary","badminton court"
"Jul 10, 2025 8:52 AM","(-) Expense","48.00","Transportation","Metro","metro"
"Jul 10, 2025 1:04 PM","(-) Expense","85.50","Food","Primary","dosa"
"Jul 10, 2025 4:42 PM","(-) Expense","33.00","Food","Primary","juice"
"Jul 10, 2025 7:12 PM","(-) Expense","53.00","Transportation","Metro","metro"
"Jul 11, 2025 8:20 AM","(-) Expense","33.00","Food","Primary","filter coffee"
"Jul 11, 2025 8:53 AM","(-) Expense","42.00","Transportation","Metro","metro"
"Jul 11, 2025 2:00 PM","(-) Expense","788.50","Education","Primary","exam fee"
"Jul 11, 2025 4:41 PM","(-) Expense","26.00","Food","Primary","egg puff"
"Jul 12, 2025 7:02 AM","(-) Expense","112.00","Sport","Primary","gym day pass"
"Jul 12, 2025 8:19 AM","(-) Expense","27.00","Food","Cash","filter coffee"
"Jul 12, 2025 11:11 AM","(-) Expense","196.00","Ration","Primary","fruits"
"Jul 12, 2025 11:13 AM","(-) Expense","92.00","Ration","Primary","eggs pack"
"Jul 12, 2025 1:06 PM","(-) Expense","348.00","Food","Primary","pizza"
"Jul 12, 2025 4:37 PM","(-) Expense","31.00","Food","Primary","filter coffee"
"Jul 12, 2025 6:28 PM","(-) Expense","309.00","Telephone","Primary","prepaid top-up"
"Jul 12, 2025 8:09 PM","(-) Expense","1235.50","Social","Primary","wedding gift"
"Jul 13, 2025 11:01 AM","(-) Expense","256.00","Ration","Primary","rice and dal"
"Jul 13, 2025 11:14 AM","(-) Expense","314.00","Ration","Primary","weekly veggies"
"Jul 13, 2025 11:31 AM","(-) Expense","66.00","Ration","Primary","bread and butter"
"Jul 13, 2025 11:32 AM","(-) Expense","69.00","Ration","Primary","eggs pack"
"Jul 13, 2025 1:02 PM","(-) Expense","209.00","Food","Primary","thali"
"Jul 13, 2025 4:42 PM","(-) Expense","115.00","Food","Cash","ice cream"
"Jul 13, 2025 8:09 PM","(-) Expense","2863.50","Social","Primary","wedding gift"
"Jul 13, 2025 9:03 PM","(-) Expense","214.50","Food","Primary","dinner"
"Jul 14, 2025 8:19 AM","(-) Expense","30.00","Food","Primary","filter coffee"
"Jul 14, 2025 8:52 AM","(-) Expense","30.00","Transportation","Metro","metro"
"Jul 14, 2025 1:07 PM","(-) Expense","104.00","Food","Primary","lunch"
"Jul 14, 2025 4:41 PM","(-) Expense","57.00","Food","Primary","fruit salad"
"Jul 15, 2025 8:19 AM","(-) Expense","11.00","Food","Primary","cutting chai"
"Jul 15, 2025 8:51 AM","(-) Expense","37.00","Transportation","Metro","metro"
"Jul 15, 2025 1:04 PM","(-) Expense","137.00","Food","Primary","thali"
"Jul 15, 2025 5:00 PM","(-) Expense","880.00","Clothing","Primary","jeans"
"Jul 15, 2025 7:11 PM","(-) Expense","34.00","Transportation","Metro","metro"
"Jul 15, 2025 8:03 PM","(*) Transfer","5665.00","-","Primary->Credit","credit card payment"
"Jul 15, 2025 9:01 PM","(-) Expense","108.00","Food","Primary","lunch"
"Jul 16, 2025 8:49 AM","(-) Expense","38.00","Transportation","Metro","metro"
"Jul 16, 2025 1:03 PM","(-) Expense","65.00","Food","Primary","idli"
"Jul 16, 2025 4:39 PM","(-) Expense","10.00","Food","Cash","cutting chai"
"Jul 17, 2025 7:00 AM","(-) Expense","86.00","Sport","Primary","swimming"
"Jul 17, 2025 8:23 AM","(-) Expense","10.00","Food","Primary","cutting chai"
"Jul 17, 2025 8:48 AM","(-) Expense","45.00","Transportation","Primary","metro"
"Jul 17, 2025 12:00 PM","(+) Income","494.00","Refunds","Primary","cashback"
"Jul 17, 2025 1:02 PM","(-) Expense","68.00","Food","Primary","dosa"
"Jul 17, 2025 4:41 PM","(-) Expense","10.00","Food","Cash","cutting chai"
"Jul 18, 2025 8:08 AM","(*) Transfer","236.00","-","Primary->Metro","metro card top-up"
"Jul 18, 2025 8:23 AM","(-) Expense","15.00","Food","Primary","tea"
"Jul 18, 2025 8:52 AM","(-) Expense","45.00","Transportation","Metro","metro"
"Jul 18, 2025 1:02 PM","(-) Expense","58.00","Food","Primary","idli"
"Jul 18, 2025 7:08 PM","(-) Expense","35.00","Transportation","Metro","metro"
"Jul 18, 2025 9:00 PM","(-) Expense","225.00","Food","Primary","pizza"
"Jul 19, 2025 7:00 AM","(-) Expense","133.00","Sport","Primary","gym day pass"
"Jul 19, 2025 1:06 PM","(-) Expense","499.50","Food","Primary","weekend brunch"
"Jul 19, 2025 4:39 PM","(-) Expense","14.00","Food","Primary","tea"
